ID,thumbnail_URL,img_URL
233328,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-10015804.jpg&width=256&height=256&cache=yes,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-10015804.jpg&width=720&height=720&cache=yes
233547,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-10016135.jpg&width=256&height=256&cache=yes,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-10016135.jpg&width=720&height=720&cache=yes
233815,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-10016426.jpg&width=256&height=256&cache=yes,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-10016426.jpg&width=720&height=720&cache=yes
234162,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-5969-102.jpg&width=256&height=256&cache=yes,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-5969-102.jpg&width=720&height=720&cache=yes
234559,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-6105-1a.jpg&width=256&height=256&cache=yes,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-6105-1a.jpg&width=720&height=720&cache=yes
234734,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-60042568.jpg&width=256&height=256&cache=yes,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-60042568.jpg&width=720&height=720&cache=yes
234948,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-60042702.jpg&width=256&height=256&cache=yes,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-60042702.jpg&width=720&height=720&cache=yes
235185,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-60042938.jpg&width=256&height=256&cache=yes,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-60042938.jpg&width=720&height=720&cache=yes
239850,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-60042267.jpg&width=256&height=256&cache=yes,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-60042267.jpg&width=720&height=720&cache=yes
240616,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-60043496.jpg&width=256&height=256&cache=yes,https://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM//TM-60043496.jpg&width=720&height=720&cache=yes
